,Height,Weight,BMI,FCVC,NCP,CH2O,FAF,TUE
15907,1.63,110.8,41.7,3.0,3.0,2.7,0.0,0.6
15908,1.72,68.0,22.99,2.0,3.0,2.0,0.0,1.0
15909,1.53,42.0,17.94,3.0,1.0,1.08,0.0,0.22
15910,1.72,98.3,33.23,2.0,3.0,1.81,1.0,0.0
15911,1.77,118.4,37.79,2.2,2.8,1.98,0.64,0.0
15912,1.57,41.9,17.0,2.1,3.0,1.0,1.19,0.0
15913,1.75,52.0,16.98,2.0,3.0,2.0,1.0,2.0
15914,1.78,102.9,32.48,2.0,1.1,2.14,1.0,0.54
15915,1.62,104.8,39.93,3.0,3.0,2.45,0.0,0.54
15916,1.75,133.7,43.66,3.0,3.0,1.25,1.61,0.58
15917,1.7,85.0,29.41,2.0,3.0,2.0,1.0,2.0
15918,1.75,117.8,38.47,2.3,3.0,2.36,0.71,0.33
15919,1.61,67.1,25.89,1.8,4.0,2.02,0.58,1.88
15920,1.8,50.0,15.43,2.0,3.0,2.0,2.0,1.0
15921,1.7,65.0,22.49,2.0,3.0,2.0,1.0,1.0
15922,1.6,60.0,23.44,2.0,3.0,2.0,3.0,0.0
15923,1.8,85.0,26.23,2.0,3.0,3.0,3.0,1.0
15924,1.64,82.0,30.49,1.1,1.0,2.0,0.0,1.37
15925,1.66,49.7,18.04,3.0,3.7,1.63,2.0,1.0
15926,1.74,133.1,43.96,3.0,3.0,1.7,1.69,0.89
15927,1.7,66.5,23.01,2.0,3.0,2.0,3.0,0.0
15928,1.76,118.2,38.16,2.9,3.0,2.17,0.79,0.65
15929,1.7,50.0,17.3,2.6,3.0,2.0,0.0,1.0
15930,1.7,75.0,25.95,2.0,3.0,2.04,1.28,0.93
15931,1.82,86.7,26.17,2.0,3.0,2.83,0.22,0.0
15932,1.63,104.8,39.44,3.0,3.0,2.56,0.0,0.45
15933,1.8,72.0,22.22,2.0,3.0,1.0,1.0,0.0
15934,1.7,67.0,23.18,3.0,3.0,2.0,3.0,0.0
15935,1.85,120.6,35.24,2.5,3.0,2.88,0.14,0.0
15936,1.75,68.8,22.47,1.8,3.2,2.01,1.76,0.0
15937,1.63,63.0,23.71,3.0,4.0,2.0,2.0,0.0
15938,1.79,105.0,32.77,2.0,3.0,3.0,1.0,0.0
15939,1.69,49.7,17.4,2.7,3.0,1.25,0.11,0.0
15940,1.77,120.0,38.3,2.9,3.0,2.17,1.32,0.36
15941,1.74,131.9,43.57,3.0,3.0,1.41,1.54,0.93
15942,1.6,84.0,32.81,2.0,3.0,2.0,2.0,0.0
15943,1.69,75.0,26.26,3.0,3.0,2.0,1.0,0.0
15944,1.74,133.9,44.23,3.0,3.0,2.49,1.49,0.72
15945,1.85,121.2,35.41,2.5,3.0,2.05,0.89,0.76
15946,1.72,76.0,25.69,3.0,3.0,2.72,0.0,0.1
15947,1.6,60.0,23.44,2.0,3.0,2.0,1.0,1.0
15948,1.6,82.0,32.03,2.0,3.0,1.0,1.0,1.0
15949,1.69,75.5,26.43,2.0,3.0,2.0,0.0,0.17
15950,1.65,104.8,38.49,3.0,3.0,2.84,0.0,0.12
15951,1.63,104.7,39.41,3.0,3.0,2.57,0.32,0.32
15952,1.83,121.0,36.13,2.9,3.0,2.15,1.35,0.0
15953,1.77,114.1,36.42,2.5,3.0,2.08,1.1,0.86
15954,1.69,131.3,45.97,3.0,3.0,1.91,1.36,0.74
15955,1.72,94.8,32.04,2.0,1.0,2.71,2.63,0.0
15956,1.81,80.0,24.42,2.0,3.0,3.0,1.0,1.0
15957,1.7,75.0,25.95,2.3,1.8,2.72,1.82,1.16
15958,1.77,114.1,36.42,2.2,3.0,2.15,1.27,0.74
15959,1.8,55.0,16.98,3.0,3.0,2.0,2.0,1.0
15960,1.6,53.0,20.7,2.0,3.0,1.0,1.0,0.0
15961,1.7,102.8,35.57,2.7,2.4,1.0,1.1,0.0
15962,1.73,105.0,35.08,3.0,3.0,1.03,0.21,0.78
15963,1.65,90.0,33.06,3.0,3.0,3.0,2.0,1.0
15964,1.85,85.0,24.84,2.0,3.0,3.0,2.0,1.0
15965,1.74,134.0,44.26,3.0,3.0,2.85,1.68,0.93
15966,1.75,133.5,43.59,3.0,3.0,2.84,1.5,0.63
15967,1.71,51.4,17.58,2.0,3.0,1.44,0.0,1.68
15968,1.7,80.0,27.68,1.0,3.0,2.0,0.0,2.0
15969,1.7,50.0,17.3,3.0,3.0,1.0,2.0,1.0
15970,1.74,137.8,45.51,3.0,3.0,2.39,1.93,0.92
15971,1.74,78.6,25.96,2.2,1.0,2.0,0.0,0.0
15972,1.79,90.0,28.09,2.4,2.7,2.78,0.58,0.32
15973,1.76,68.0,21.95,2.0,4.0,2.0,2.0,1.0
15974,1.8,72.0,22.22,2.0,3.0,2.0,0.0,0.0
15975,1.85,121.0,35.35,2.2,3.0,2.11,1.11,0.92
15976,1.76,117.8,38.03,2.2,3.0,2.08,1.08,0.0
15977,1.55,56.0,23.31,3.0,3.0,1.0,1.0,0.0
15978,1.85,57.3,16.74,2.6,3.0,2.0,1.0,1.58
15979,1.52,42.0,18.18,3.0,1.3,1.68,0.42,0.0
15980,1.62,105.4,40.16,3.0,3.0,2.48,0.0,0.54
15981,1.7,84.0,29.07,3.0,3.0,3.0,2.0,1.0
15982,1.65,49.7,18.26,2.9,3.5,1.67,2.0,1.0
15983,1.65,80.0,29.38,2.0,4.0,2.0,2.0,1.0
15984,1.65,80.0,29.38,2.0,1.0,2.0,2.0,2.0
15985,1.63,73.9,27.81,3.0,3.0,1.13,0.0,0.0
15986,1.76,113.8,36.74,1.3,3.0,2.06,1.1,0.0
15987,1.67,94.0,33.71,2.0,3.0,3.0,3.0,0.0
15988,1.71,101.5,34.71,2.6,2.9,1.0,1.66,0.0
15989,1.7,75.1,25.99,3.0,3.0,1.28,0.93,0.0
15990,1.7,98.3,34.01,2.0,2.8,1.2,1.0,1.0
15991,1.85,59.3,17.33,2.0,4.0,2.0,2.0,1.0
15992,1.59,55.0,21.76,3.0,3.0,2.0,3.0,0.0
15993,1.73,50.0,16.71,2.9,3.0,1.1,1.58,1.29
15994,1.67,90.0,32.27,3.0,1.3,1.34,1.98,0.0
15995,1.8,149.9,46.27,3.0,3.0,2.42,1.75,0.76
15996,1.74,64.0,21.14,2.0,3.0,2.0,0.0,0.0
15997,1.55,42.0,17.48,2.0,1.0,1.0,0.0,0.0
15998,1.75,133.9,43.72,3.0,3.0,2.95,1.47,0.67
15999,1.75,76.0,24.82,2.0,3.0,2.0,1.0,1.0
16000,1.69,53.0,18.56,2.0,3.0,2.0,3.0,1.0
16001,1.65,60.0,22.04,2.0,4.0,2.0,2.0,0.0
16002,1.73,134.0,44.77,3.0,3.0,2.83,1.73,0.91
16003,1.63,104.8,39.44,3.0,3.0,2.54,0.19,0.79
16004,1.59,72.7,28.76,3.0,1.9,1.0,0.39,1.34
16005,1.66,78.4,28.45,2.0,3.0,1.1,0.0,0.97
16006,1.86,57.8,16.71,2.0,3.0,2.0,2.0,1.0
16007,1.83,112.3,33.53,2.0,3.0,2.14,1.12,0.0
16008,1.63,68.0,25.59,2.0,4.0,1.0,1.0,0.0
16009,1.63,110.9,41.74,3.0,3.0,2.69,0.0,0.15
16010,1.62,110.8,42.22,3.0,3.0,2.7,0.0,0.72
16011,1.87,121.3,34.69,2.8,3.0,2.11,0.18,0.0
16012,1.54,42.0,17.71,2.0,1.0,1.0,1.0,0.0
16013,1.6,50.0,19.53,2.0,3.0,2.0,1.0,0.0
16014,1.78,108.0,34.09,2.0,1.0,2.15,1.0,1.55
16015,1.87,121.2,34.66,3.0,3.0,2.74,1.35,0.15
16016,1.73,133.5,44.61,3.0,3.0,1.42,1.34,0.76
16017,1.61,100.6,38.81,2.7,2.9,1.0,0.0,1.0
16018,1.67,60.0,21.51,3.0,1.0,2.0,2.0,0.0
16019,1.89,60.0,16.8,3.0,4.0,1.0,2.0,1.0
16020,1.71,120.9,41.35,2.7,3.0,2.01,1.32,0.21
16021,1.75,112.4,36.7,1.5,3.0,2.1,0.77,1.0
16022,1.76,114.1,36.83,1.4,3.0,2.07,1.24,0.69
16023,1.62,111.9,42.64,3.0,3.0,2.62,0.0,0.47
16024,1.79,108.0,33.71,2.0,1.3,2.0,1.0,0.79
16025,1.65,49.6,18.22,2.7,3.0,2.0,0.13,1.0
16026,1.75,119.1,38.89,2.9,3.0,2.0,0.95,0.0
16027,1.7,80.0,27.68,2.0,3.0,2.0,2.0,1.0
16028,1.82,60.0,18.11,3.0,3.0,3.0,1.0,0.0
16029,1.85,57.3,16.74,2.7,3.8,2.77,2.0,0.42
16030,1.63,104.8,39.44,3.0,3.0,2.56,0.04,0.57
16031,1.79,108.1,33.74,2.0,2.7,2.3,1.0,0.41
16032,1.78,108.2,34.15,2.0,2.3,2.16,1.0,1.4
16033,1.56,42.0,17.26,3.0,3.0,1.27,0.39,0.0
16034,1.78,118.3,37.34,3.0,3.0,2.87,0.65,1.34
16035,1.66,111.9,40.61,3.0,3.0,2.72,0.0,0.2
16036,1.69,98.6,34.52,2.1,2.8,1.0,1.98,0.0
16037,1.64,111.9,41.6,3.0,3.0,2.71,0.0,0.13
16038,1.85,121.2,35.41,2.9,2.9,1.5,0.69,0.0
16039,1.59,79.5,31.45,2.9,3.0,2.0,2.0,0.0
16040,1.66,60.0,21.77,2.0,3.0,2.0,2.0,0.0
16041,1.7,75.6,26.16,3.0,3.0,1.81,0.0,0.0
16042,1.62,104.6,39.86,3.0,3.0,1.44,0.25,0.71
16043,1.69,114.1,39.95,3.0,3.0,2.42,0.39,0.4
16044,1.66,102.6,37.23,2.6,3.0,1.0,0.89,0.0
16045,1.56,45.0,18.49,2.0,3.0,3.0,3.0,0.0
16046,1.85,85.0,24.84,2.0,3.0,3.0,1.0,0.0
16047,1.73,83.9,28.03,2.1,2.9,2.16,0.94,0.85
16048,1.7,85.0,29.41,3.0,3.0,2.0,1.0,1.0
16049,1.62,82.0,31.25,2.9,1.4,1.62,0.0,0.33
16050,1.7,50.2,17.37,2.8,4.0,2.0,0.0,1.62
16051,1.73,131.5,43.94,3.0,3.0,1.14,0.94,0.91
16052,1.82,105.0,31.7,2.0,3.0,2.32,1.09,1.61
16053,1.7,98.0,33.91,2.0,2.0,2.0,0.0,1.0
16054,1.75,54.2,17.7,2.0,3.0,2.0,2.0,1.0
16055,1.57,41.4,16.8,2.9,1.0,1.0,0.0,1.0
16056,1.62,105.4,40.16,3.0,3.0,1.03,0.0,0.37
16057,1.65,105.7,38.82,3.0,3.0,2.93,0.23,0.95
16058,1.75,121.0,39.51,3.0,3.0,1.0,1.0,0.0
16059,1.54,42.0,17.71,3.0,1.7,2.0,1.0,0.0
16060,1.62,55.0,20.96,2.0,1.0,2.0,1.0,0.0
16061,1.59,40.2,15.9,2.0,1.2,1.0,0.0,1.55
16062,1.72,81.9,27.68,1.5,2.3,1.0,0.0,1.94
16063,1.56,75.0,30.82,2.8,2.6,1.07,1.3,0.0
16064,1.56,51.0,20.96,2.0,3.0,2.0,0.0,1.0
16065,1.65,90.0,33.06,2.0,3.0,3.0,0.0,2.0
16066,1.83,61.4,18.33,2.8,3.5,2.45,2.41,0.87
16067,1.6,105.0,41.02,3.0,3.0,2.57,0.01,0.55
16068,1.57,55.7,22.6,2.0,3.0,2.0,0.37,1.34
16069,1.72,95.0,32.11,2.0,3.0,3.0,2.0,0.0
16070,1.86,121.9,35.24,3.0,2.7,1.64,1.17,0.0
16071,1.72,70.0,23.66,2.0,3.0,2.0,1.0,0.0
16072,1.75,115.1,37.58,2.2,3.0,2.14,1.61,0.0
16073,1.63,110.1,41.44,3.0,3.0,2.77,0.0,0.72
16074,1.65,67.0,24.61,2.0,3.0,2.0,2.0,1.0
16075,1.79,108.9,33.99,2.0,2.1,2.18,1.0,0.2
16076,1.68,77.6,27.49,2.5,1.8,2.72,0.73,0.0
16077,1.81,58.3,17.8,3.0,4.0,2.32,2.0,0.38
16078,1.65,80.0,29.38,2.0,3.0,2.0,1.0,1.0
16079,1.62,70.0,26.67,2.0,1.0,3.0,1.0,0.0
16080,1.7,90.7,31.38,2.3,3.0,2.0,1.0,0.97
16081,1.62,104.9,39.97,3.0,3.0,2.58,0.0,0.38
16082,1.8,108.0,33.33,2.0,1.0,3.0,2.0,1.0
16083,1.87,89.8,25.68,2.0,1.0,2.0,0.0,0.09
16084,1.7,70.0,24.22,2.0,3.0,2.0,1.0,1.0
16085,1.5,65.0,28.89,2.0,3.0,1.0,0.0,0.0
16086,1.67,104.8,37.58,3.0,3.0,1.44,0.17,0.64
16087,1.7,53.0,18.34,2.0,4.0,1.0,2.0,1.0
16088,1.75,127.5,41.63,3.0,3.0,2.87,0.9,0.67
16089,1.76,112.0,36.16,2.9,3.0,2.37,0.0,1.29
16090,1.75,75.0,24.49,2.0,3.0,2.0,1.0,2.0
16091,1.63,109.9,41.36,3.0,3.0,2.65,0.04,0.08
16092,1.64,111.9,41.6,3.0,3.0,2.62,0.0,0.15
16093,1.82,112.1,33.84,1.3,3.0,2.0,0.0,0.15
16094,1.86,120.0,34.69,2.7,3.0,2.17,0.58,0.15
16095,1.7,60.0,20.76,2.0,3.0,2.0,0.0,1.0
16096,1.62,82.0,31.25,1.1,1.0,2.0,0.0,1.3
16097,1.73,97.6,32.61,2.0,2.4,2.0,1.1,0.0
16098,1.6,63.0,24.61,2.0,3.0,3.0,2.0,0.0
16099,1.7,70.0,24.22,3.0,3.0,1.0,0.0,0.0
16100,1.61,68.8,26.54,1.9,1.0,2.0,0.28,0.0
16101,1.62,111.9,42.64,3.0,3.0,2.74,0.0,0.18
16102,1.9,80.0,22.16,2.0,1.0,2.0,2.0,0.0
16103,1.66,82.0,29.76,1.7,1.0,2.78,0.0,0.28
16104,1.56,50.0,20.55,1.0,3.0,2.0,1.0,1.0
16105,1.61,64.0,24.69,2.0,3.0,2.0,2.0,0.0
16106,1.71,98.7,33.75,3.0,3.0,1.0,0.83,0.0
16107,1.61,104.8,40.43,3.0,3.0,1.34,0.14,0.0
16108,1.57,55.0,22.31,2.0,1.0,2.0,3.0,1.0
16109,1.6,46.5,18.16,3.0,3.6,1.49,0.28,0.84
16110,1.65,82.0,30.12,2.0,3.0,3.0,2.0,1.0
16111,1.63,82.4,31.01,3.0,3.0,1.63,0.01,0.0
16112,1.76,78.0,25.18,2.0,3.0,2.0,0.82,1.0
16113,1.64,104.8,38.96,3.0,3.0,1.62,0.0,0.44
16114,1.64,111.7,41.53,3.0,3.0,2.61,0.0,0.14
16115,1.78,95.6,30.17,2.0,3.0,2.27,3.0,2.0
16116,1.62,75.0,28.58,3.0,1.0,1.29,0.0,0.0
16117,1.76,115.3,37.22,1.8,3.0,2.05,0.14,0.68
16118,1.67,101.5,36.39,2.8,3.0,1.0,2.0,0.0
16119,1.62,105.0,40.01,3.0,3.0,1.67,0.32,0.42
16120,1.73,87.3,29.17,2.8,1.3,1.05,0.94,1.31
16121,1.76,96.7,31.22,1.1,3.0,2.0,2.23,1.83
16122,1.64,112.0,41.64,3.0,3.0,2.71,0.0,0.27
16123,1.66,104.9,38.07,3.0,3.0,2.62,0.16,0.95
16124,1.79,71.0,22.16,3.0,3.0,2.0,1.0,0.0
16125,1.82,120.4,36.35,3.0,3.0,2.53,1.05,0.93
16126,1.6,40.3,15.74,2.9,3.0,1.0,0.75,1.37
16127,1.84,118.4,34.97,2.0,3.0,2.17,0.67,1.36
16128,1.73,132.9,44.41,3.0,3.0,1.91,1.51,0.92
16129,1.62,102.6,39.09,3.0,3.0,1.06,0.03,0.54
16130,1.6,58.0,22.66,2.0,3.0,2.0,2.0,0.0
16131,1.78,103.0,32.51,2.7,1.1,1.0,1.17,1.0
16132,1.74,104.8,34.61,3.0,3.0,2.45,0.03,0.44
16133,1.65,74.8,27.47,3.0,3.0,1.0,0.0,0.0
16134,1.63,104.6,39.37,3.0,3.0,2.65,0.04,0.54
16135,1.62,70.0,26.67,2.0,1.0,3.0,1.0,0.0
16136,1.77,114.5,36.55,1.6,3.0,2.05,1.93,0.41
16137,1.76,51.0,16.46,1.0,3.0,2.0,2.0,2.0
16138,1.77,112.4,35.88,1.3,3.0,2.04,0.0,1.75
16139,1.66,104.8,38.03,3.0,3.0,1.3,0.1,0.54
16140,1.72,51.1,17.27,2.9,3.0,1.1,0.53,1.67
16141,1.71,83.0,28.38,2.0,3.0,1.0,0.65,0.0
16142,1.77,114.8,36.64,2.2,3.0,2.08,1.36,0.08
16143,1.62,45.0,17.15,3.0,3.0,3.0,1.0,0.0
16144,1.75,117.6,38.4,1.9,3.0,2.0,1.0,0.07
16145,1.79,90.0,28.09,1.9,1.1,2.19,0.06,1.67
16146,1.72,70.0,23.66,1.0,4.0,2.0,2.0,1.0
16147,1.75,117.7,38.43,2.2,3.0,2.0,1.0,1.0
16148,1.67,90.0,32.27,1.9,3.0,2.11,0.39,0.0
16149,1.64,111.9,41.6,3.0,3.0,2.62,0.0,0.15
16150,1.62,105.3,40.12,3.0,3.0,1.23,0.07,0.82
16151,1.76,86.6,27.96,2.0,2.2,2.53,0.87,0.0
16152,1.64,111.6,41.49,3.0,3.0,2.51,0.0,0.72
16153,1.63,105.0,39.52,3.0,3.0,2.65,0.0,0.56
16154,1.75,133.9,43.72,3.0,3.0,2.84,1.54,0.84
16155,1.61,65.0,25.08,2.0,1.0,2.0,1.0,0.0
16156,1.85,85.0,24.84,2.0,3.0,2.0,3.0,0.0
16157,1.54,80.0,33.73,2.0,1.0,1.0,1.0,0.0
16158,1.79,115.1,35.92,1.8,3.0,2.0,1.19,0.13
16159,1.77,85.6,27.32,2.0,3.0,2.88,2.15,0.55
16160,1.64,104.8,38.96,3.0,3.0,1.07,0.06,0.91
16161,1.65,80.0,29.38,2.0,3.0,2.0,2.0,0.0
16162,1.74,84.3,27.84,2.0,3.0,1.74,2.0,0.0
16163,1.7,85.3,29.52,2.1,3.0,2.15,1.12,0.15
16164,1.65,73.6,27.03,2.0,3.0,1.0,0.0,0.13
16165,1.7,83.0,28.72,3.0,3.0,2.0,2.0,0.0
16166,1.73,50.4,16.84,3.0,3.8,1.0,0.92,0.42
16167,1.92,114.3,31.01,2.0,3.0,2.02,1.59,1.26
16168,1.65,80.0,29.38,2.3,1.0,2.0,0.0,1.12
16169,1.58,49.0,19.63,2.0,1.0,2.0,1.0,0.0
16170,1.64,111.9,41.6,3.0,3.0,2.74,0.0,0.24
16171,1.75,108.0,35.27,2.0,3.0,2.0,1.0,1.0
16172,1.78,80.3,25.34,2.0,3.0,2.0,2.0,1.87
16173,1.63,112.0,42.15,3.0,3.0,2.89,0.0,0.24
16174,1.84,120.6,35.62,2.7,3.0,2.17,0.61,1.15
16175,1.61,102.9,39.7,3.0,3.0,1.02,0.03,1.0
16176,1.73,75.1,25.09,3.0,3.1,2.0,1.3,1.0
16177,1.65,102.0,37.47,2.0,1.0,1.0,1.0,0.0
16178,1.62,80.0,30.48,3.0,2.5,1.64,1.93,0.0
16179,1.7,103.8,35.92,2.6,3.0,1.97,0.88,0.0
16180,1.73,101.8,34.01,2.9,1.4,1.49,1.1,0.0
16181,1.66,95.0,34.48,2.0,3.0,3.0,3.0,2.0
16182,1.74,114.5,37.82,3.0,3.0,2.61,0.79,0.48
16183,1.74,113.5,37.49,2.9,3.0,2.04,0.39,0.28
16184,1.74,104.9,34.65,3.0,3.0,2.61,0.03,0.83
16185,1.76,114.1,36.83,3.0,3.0,2.38,1.33,0.0
16186,1.79,137.8,43.01,3.0,3.0,2.85,1.44,0.44
16187,1.7,82.2,28.44,2.2,2.4,1.62,0.92,0.0
16188,1.54,72.7,30.65,2.0,3.7,2.0,1.32,0.0
16189,1.76,88.5,28.57,2.3,3.0,3.0,1.29,0.71
16190,1.64,44.7,16.62,3.0,2.9,2.17,0.83,0.0
16191,1.72,58.0,19.61,3.0,3.0,1.0,2.0,0.0
16192,1.62,104.8,39.93,3.0,3.0,2.65,0.07,0.63
16193,1.75,95.3,31.12,2.0,3.0,3.0,0.0,2.0
16194,1.54,42.0,17.71,2.8,1.6,1.33,0.6,0.07
16195,1.78,109.0,34.4,2.0,3.0,2.0,1.0,2.0
16196,1.71,75.0,25.65,2.0,3.0,2.53,2.78,1.0
16197,1.57,77.1,31.28,2.0,1.5,1.28,1.0,0.0
16198,1.75,56.0,18.29,3.0,3.0,2.0,3.0,1.0
16199,1.7,85.0,29.41,2.0,3.0,2.0,1.0,1.0
16200,1.75,133.7,43.66,3.0,3.0,2.71,1.43,0.86
16201,1.79,116.7,36.42,1.6,3.0,2.0,1.66,0.73
16202,1.7,70.0,24.22,2.0,3.0,2.0,2.0,1.0
16203,1.74,70.0,23.12,2.0,3.0,1.0,1.0,1.0
16204,1.86,121.8,35.21,2.6,2.6,2.55,0.93,0.0
16205,1.78,78.0,24.62,2.0,3.0,2.0,1.0,1.0
16206,1.74,68.0,22.46,3.0,3.0,2.0,3.0,2.0
16207,1.75,133.9,43.72,3.0,3.0,2.87,1.43,0.93
16208,1.74,80.0,26.42,1.0,3.0,2.0,2.0,0.0
16209,1.85,65.0,18.99,2.0,3.0,2.0,1.0,1.0
16210,1.59,80.5,31.84,2.0,3.0,2.17,1.0,0.0
16211,1.7,80.0,27.68,2.0,3.0,2.0,0.0,2.0
16212,1.81,87.9,26.83,2.0,3.0,2.72,2.0,0.14
16213,1.69,59.6,20.87,2.0,3.0,2.86,2.0,1.89
16214,1.77,76.0,24.26,2.0,3.0,3.0,1.0,1.0
16215,1.72,85.1,28.77,2.0,4.0,1.01,0.74,0.89
16216,1.79,113.2,35.33,1.4,3.0,2.15,1.59,0.0
16217,1.63,111.6,42.0,3.0,3.0,2.57,0.0,0.05
16218,1.64,111.9,41.6,3.0,3.0,2.62,0.0,0.27
16219,1.63,104.8,39.44,3.0,3.0,1.62,0.98,0.89
16220,1.56,84.2,34.6,2.0,3.0,1.96,0.0,0.0
16221,1.56,77.2,31.72,2.0,3.0,2.09,0.0,0.0
16222,1.62,111.0,42.3,3.0,3.0,2.7,0.0,0.24
16223,1.74,50.0,16.51,2.2,3.0,1.0,0.07,1.0
16224,1.64,58.0,21.56,2.0,3.0,1.0,1.0,1.0
16225,1.8,85.0,26.23,2.0,3.0,2.0,2.0,1.0
16226,1.6,55.0,21.48,2.0,1.0,1.0,1.0,1.0
16227,1.63,55.0,20.7,3.0,3.0,2.0,3.0,0.0
16228,1.65,58.0,21.3,2.0,3.0,2.0,1.0,1.0
16229,1.6,56.0,21.87,2.0,3.0,2.0,1.0,1.0
16230,1.6,80.0,31.25,2.0,1.0,1.0,0.56,1.09
16231,1.68,111.9,39.65,3.0,3.0,2.71,0.0,0.24
16232,1.61,102.0,39.35,3.0,3.0,1.03,0.01,0.66
16233,1.63,82.0,30.86,2.0,3.0,1.96,0.0,0.28
16234,1.6,45.0,17.58,3.0,3.0,2.0,1.0,0.0
16235,1.62,110.8,42.22,3.0,3.0,2.56,0.0,0.41
16236,1.76,57.0,18.4,2.0,4.0,1.0,2.0,0.0
16237,1.52,79.8,34.54,2.0,3.0,2.14,0.0,0.0
16238,1.82,86.7,26.17,2.0,3.0,2.43,0.0,2.0
16239,1.68,102.6,36.35,2.8,1.3,1.23,1.92,0.0
16240,1.72,82.4,27.85,2.3,3.0,2.14,1.99,0.18
16241,1.76,118.4,38.22,2.1,2.8,1.98,0.94,0.0
16242,1.56,50.0,20.55,2.0,3.0,2.0,1.0,0.0
16243,1.76,115.1,37.16,1.2,3.0,2.12,1.25,0.02
16244,1.55,45.0,18.73,3.0,3.0,1.0,1.0,0.0
16245,1.76,114.2,36.87,1.4,3.0,2.14,1.16,0.08
16246,1.78,120.0,37.87,2.9,3.0,2.93,0.88,1.34
16247,1.7,50.0,17.3,2.0,3.0,2.0,0.0,2.0
16248,1.7,83.0,28.72,2.0,3.0,3.0,0.77,1.0
16249,1.72,50.0,16.9,2.0,3.0,1.1,0.53,2.0
16250,1.64,111.9,41.6,3.0,3.0,2.77,0.0,0.15
16251,1.83,43.5,12.99,2.9,3.5,2.39,2.11,1.37
16252,1.85,120.6,35.24,2.9,3.0,2.55,0.58,0.68
16253,1.69,65.0,22.76,2.0,3.0,3.0,1.0,0.0
16254,1.7,102.1,35.33,2.1,2.1,1.0,1.98,0.0
16255,1.58,44.0,17.63,3.0,3.0,1.0,0.0,1.0
16256,1.62,111.8,42.6,3.0,3.0,2.48,0.0,0.15
16257,1.55,77.4,32.22,2.0,3.0,2.99,0.0,0.0
16258,1.77,117.8,37.6,3.0,3.0,1.97,1.08,0.0
16259,1.75,133.7,43.66,3.0,3.0,2.81,1.51,0.84
16260,1.72,50.0,16.9,1.0,3.0,1.18,0.71,0.87
16261,1.77,118.2,37.73,1.6,3.0,2.82,0.64,0.0
16262,1.63,111.9,42.12,3.0,3.0,2.62,0.0,0.15
16263,1.65,60.0,22.04,2.0,4.0,2.0,1.0,0.0
16264,1.65,83.0,30.49,2.0,1.0,3.0,1.0,0.0
16265,1.84,93.5,27.62,2.0,1.0,2.0,1.0,0.0
16266,1.91,129.7,35.55,2.2,3.0,1.97,1.85,0.0
16267,1.67,90.6,32.49,2.0,1.9,2.0,0.37,0.2
16268,1.74,133.7,44.16,3.0,3.0,2.31,1.62,0.71
16269,1.75,133.7,43.66,3.0,3.0,2.84,1.41,0.55
16270,1.9,59.3,16.43,2.6,4.0,2.0,2.0,1.0
16271,1.62,110.8,42.22,3.0,3.0,2.61,0.0,0.51
16272,1.73,75.1,25.09,1.9,4.0,1.85,0.34,0.0
16273,1.65,60.0,22.04,3.0,3.0,1.0,0.0,0.0
16274,1.71,132.9,45.45,3.0,3.0,1.62,1.51,0.91
16275,1.61,53.5,20.64,3.0,3.0,2.0,2.0,1.0
16276,1.62,70.0,26.67,2.0,1.0,1.0,0.02,0.0
16277,1.79,121.0,37.76,2.3,3.0,2.01,1.27,1.0
16278,1.62,68.0,25.91,2.0,1.0,2.0,1.0,0.0
16279,1.65,84.0,30.85,3.0,3.0,2.0,0.0,2.0
16280,1.76,112.3,36.25,1.6,3.0,2.0,0.92,0.0
16281,1.64,82.0,30.49,3.0,3.0,1.0,0.0,0.0
16282,1.71,75.0,25.65,2.8,3.0,1.0,0.92,1.37
16283,1.74,104.9,34.65,2.0,3.0,1.0,0.03,0.0
16284,1.78,105.5,33.3,2.0,3.0,3.0,2.01,0.0
16285,1.7,50.0,17.3,2.0,4.0,2.0,2.0,0.0
16286,1.6,102.6,40.08,3.0,3.0,1.02,0.0,1.0
16287,1.7,78.0,26.99,3.0,3.0,3.0,0.0,0.0
16288,1.59,44.5,17.6,2.9,3.5,2.79,1.91,1.93
16289,1.64,112.0,41.64,3.0,3.0,2.89,0.0,0.15
16290,1.74,133.6,44.13,3.0,3.0,2.85,1.43,0.68
16291,1.78,97.8,30.87,2.0,3.0,2.0,0.0,2.0
16292,1.7,79.7,27.58,2.0,3.0,2.16,2.16,0.0
16293,1.65,88.0,32.32,2.0,1.0,3.0,1.0,2.0
16294,1.7,65.0,22.49,2.0,3.0,2.0,1.0,1.0
16295,1.63,90.0,33.87,2.0,3.0,2.0,3.0,0.0
16296,1.66,58.0,21.05,2.0,3.0,1.0,1.0,0.0
16297,1.7,60.0,20.76,3.0,3.0,2.0,2.0,1.0
16298,1.63,107.2,40.35,3.0,3.0,2.85,0.03,0.57
16299,1.8,120.9,37.31,2.8,3.0,2.14,0.54,0.0
16300,1.83,120.4,35.95,2.2,3.0,2.72,1.92,0.61
16301,1.71,75.0,25.65,2.0,3.0,1.96,0.0,0.12
16302,1.76,112.4,36.29,1.3,3.0,2.07,0.0,1.73
16303,1.76,79.8,25.76,2.0,1.2,1.46,0.0,1.0
16304,1.76,52.1,16.82,3.0,3.0,2.0,1.84,0.97
16305,1.61,104.9,40.47,3.0,3.0,1.66,0.16,0.66
